tipo do objeto,maps-user,nome por extenso,sigla,nome,importar,código das escolas,CNES - Cadastro Nacional de Estabelecimentos de Saúde,endereço,nº,complemento,bairro,preposição,Distrito,Sub-prefeitura,CeP,município,UF,DDD,telefone,fax,e-mail,Nome do Contato,Cargo do contato,Site,CNPJ,Categoria 1,Categoria 2,Categoria 3,Categoria 4,Fonte,Link,Texto Link,Data,Fonte,Link,Texto link,Data,descrição,Referencia (links),Palavras-chave (nome do projeto),Palavras-chave,Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave (Estado),Palavra-chave (Trilha 1/Igarassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 1/Igirassu),Palavra-chave (Trilha 4/Igirassu),público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,Projeto,Área de abrangência,horário de funcionamento,código conselho tutelar,diretoria de ensino,situação de funcionamento,latitude,longitude,Código da Escola Municipal,Palavra-chave,Palavra-chave,Programas oferecidos (Contraturno),Programas Sócio educativos (1)
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Ary Barroso ,,Escola Municipal Ary Barroso,sim,33070440,,Rua Mendoza,,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21211-180,Rio de Janeiro,RJ,21,2482-3681 / 2482-3357,,emary@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8331","-43,3067",431001,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal David Perez ,,Escola Municipal David Perez,sim,33070539,,Rua Pacheco Júnior,s/n,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21211-170,Rio de Janeiro,RJ,21,2482-3112 / 2482-3830,,emperez@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,830015949143","-43,306191953373",431002,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Alfredo Gomes ,,Escola Municipal Alfredo Gomes,sim,33070393,,Rua Tenente Palestrina,,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21250-530,Rio de Janeiro,RJ,21,3137-7550 / 3137-7566,,emalfredog@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8263","-43,3049",431004,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Prof. Emmanuel Pereira Filho ,,Escola Municipal Prof. Emmanuel Pereira Filho,sim,33070806,,Praça Laguna,,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21250-310,Rio de Janeiro,RJ,21,2482-7202 / 2482-4546,,empfilho@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,826621509374","-43,306723557043",431005,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal São João Batista ,,Escola Municipal São João Batista,sim,33070857,,Praça Laguna,,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21250-310,Rio de Janeiro,RJ,21,2482-7312 / 2482-4562,,emsaojoao@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,826493941686","-43,307244431877",431006,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Embaixador Barros Hurtado ,,Escola Municipal Embaixador Barros Hurtado,sim,33070555,,Rua General Carvalho,,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21250-240,Rio de Janeiro,RJ,21,2482-7736 / 2482-7955,,emhurtado@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8272","-43,3065",431007,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Odilon Braga ,,Escola Municipal Odilon Braga,sim,33070741,,Praça Laguna,s/n,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21250-450,Rio de Janeiro,RJ,21,2482-4609 / 3352-3617,,embraga@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8265","-43,3075",431008,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Roraima ,,Escola Municipal Roraima,sim,33070849,,Estrada Porto Velho,,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21012-140,Rio de Janeiro,RJ,21,2485-1150 / 2485-1140,,emroraima@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8233","-43,2955",431009,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Armando Fajardo ,,Escola Municipal Armando Fajardo,sim,33070431,,Rua Cinco Rios,46,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21010-180,Rio de Janeiro,RJ,21,2485-5112 / 2485-1422,,emfajardo@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,818","-43,2942",431010,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Raul Pederneiras ,,Escola Municipal Raul Pederneiras,sim,33070822,,Rua Ponto Chique,42,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21010-300,Rio de Janeiro,RJ,21,2485-1859 / 2485-1433,,emraul@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,819279112975","-43,292968164348",431011,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Carvalho Mourão ,,Escola Municipal Carvalho Mourão,sim,33070504,,Praça Dom Justino,177,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21010-640,Rio de Janeiro,RJ,21,2485-1511 / 2485-2269,,emmourao@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,819864770168","-43,295138556759",431012,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Montese ,,Escola Municipal Montese,sim,33070733,,Rua Mar Grande,315,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21010-000,Rio de Janeiro,RJ,21,2485-2087 / 2485-2200,,emmontese@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8158","-43,2921",431013,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Ministro Lafayette de Andrade ,,Escola Municipal Ministro Lafayette de Andrade,sim,33070695,,Rua Poço Central,s/n,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21010-260,Rio de Janeiro,RJ,21,2485-5134 / 2485-1377,,emlandrade@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8175","-43,2929",431014,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Chico Mendes ,,Creche Municipal Chico Mendes,sim,33096503,,Rua Ponto Chique,261,,Cordovil,na,31ª Região Administrativa (Vigário Geral),Subprefeitura Zona Norte,21010-315,Rio de Janeiro,RJ,21,3424-6677,,cmcmendes@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Cordovil,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,31ª Região Administrativa (Vigário Geral),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8189","-43,2921",431603,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Fernando Rodrigues da Silveira ,,Escola Municipal Fernando Rodrigues da Silveira,sim,33087059,,Rua José da Cruz Rajo,s/n,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21650-220,Rio de Janeiro,RJ,21,3107-0505,,emrsilveira@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,827","-43,3708",625013,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Rubens Gomes ,CIEP,Centro Integrado de Educação Pública Rubens Gomes,sim,33088080,,Rua Funcionário Mestre Macedo,s/n,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21650-310,Rio de Janeiro,RJ,21,3107-3122,,cieprubens@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8262","-43,3686",,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Anton Makarenko ,CIEP,Centro Integrado de Educação Pública Anton Makarenko,sim,33086478,,Estrada de Botafogo,s/n,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21525-000,Rio de Janeiro,RJ,21,2407-5704,,ciepanton@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8215","-43,3689",,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Profa. Jurema Gomes Sampaio Delfim ,,Creche Municipal Profa. Jurema Gomes Sampaio Delfim,sim,33096171,,Rua Rainha da Paz,,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21530-000,Rio de Janeiro,RJ,21,2407-5650,,cmpdelfim@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,802474035737","-43,361005477523",625602,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Doutor Albert Sabin ,,Creche Municipal Doutor Albert Sabin,sim,33129380,,Estrada do Camboatá,,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21650-100,Rio de Janeiro,RJ,21,3107-3174,,cmasabin@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,830685483843","-43,372245710657",625603,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Luis de Souza da Costa Barros ,,Creche Municipal Luis de Souza da Costa Barros,sim,33124868,,Estrada de Botafogo,s/n,Portus I,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21530-000,Rio de Janeiro,RJ,21,3452-6331,,cmlbarros@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8207","-43,3656",625606,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Luiza de Barros de Sá Freire ,,Creche Municipal Luiza de Barros de Sá Freire,sim,33129398,,Estrada de Botafogo,s/n,Portus II,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21525-000,Rio de Janeiro,RJ,21,2407-6642,,cmlfreire@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,819775277295","-43,361983906745",625607,,,,
O,http://maps.mootiro.org/user/profile/205,A Creche Municipal Simone de Beauvoir ,,Creche Municipal Simone de Beauvoir,sim,33158100,,Rua Sérgio de Siqueira Macedo,420,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21510-640,Rio de Janeiro,RJ,21,2407-6649,,cmsimone@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8147","-43,367542915345",625614,,,,
O,http://maps.mootiro.org/user/profile/205,O Espaço de Desenvolvimento Infantil Wesley Guilber Rodrigues De Andrade ,EDI,Espaço de Desenvolvimento Infantil Wesley Guilber Rodrigues De Andrade,sim,33160945,,Estrada de Botafogo,s/n,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21525-000,Rio de Janeiro,RJ,21,2407-0354,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,821511610748","-43,366419",625802,,,,
O,http://maps.mootiro.org/user/profile/205,O Centro Integrado de Educação Pública Brizolão 379 Raul Seixas ,CIEP,Centro Integrado de Educação Pública Brizolão 379 Raul Seixas,sim,33105219,,Estrada do Camboatá,s/n,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21670-512,Rio de Janeiro,RJ,21,2470-9909,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,824735342133","-43,364535999941",,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Prof. Escragnolle Doria ,,Escola Municipal Prof. Escragnolle Doria,sim,33087318,,Rua Cinquenta e Três,,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21941-390,Rio de Janeiro,RJ,,,,emlavinia@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),sem telefone,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,820803306348","-43,361835547352",625011,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Frota Pessoa ,,Escola Municipal Frota Pessoa,sim,33087067,,Rua Acataia,,,Costa Barros,na,25ª Região Administrativa (Pavuna),Subprefeitura Zona Norte,21650-510,Rio de Janeiro,RJ,21,2407-2257,,empessoa@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Costa Barros,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,25ª Região Administrativa (Pavuna),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8239","-43,3733",625012,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Bernardo de Vasconcelos ,CE,Colégio Estadual Bernardo de Vasconcelos,sim,33095078,,Praça Santa Rosalia,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-440,Rio de Janeiro,RJ,21,3561-8730,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,845599","-43,284019",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Brant Horta ,CE,Colégio Estadual Brant Horta,sim,33070148,,Rua Bento Cardoso,,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21215-000,Rio de Janeiro,RJ,21,3308-2464,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,835499","-43,287959",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Conde de Agrolongo ,CE,Colégio Estadual Conde de Agrolongo,sim,33070164,,Rua Conde de Agrolongo,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21020-190,Rio de Janeiro,RJ,21,3888-5262,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,837649","-43,279829",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Gomes Freire de Andrade ,CE,Colégio Estadual Gomes Freire de Andrade,sim,33069921,,Rua São Maurício,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-490,Rio de Janeiro,RJ,21,2270-9440,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,809699","-43,411799",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Heitor Lira ,CE,Colégio Estadual Heitor Lira,sim,33069930,,Rua Cuba,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21020-160,Rio de Janeiro,RJ,21,2590-0342,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,82993372877","-43,275294306131",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual João Marques dos Reis ,CE,Colégio Estadual João Marques dos Reis,sim,33070199,,Praça Saica,s/n,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21215-170,Rio de Janeiro,RJ,21,2481-5487,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,837999","-43,3",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual Prof. Augusto Motta ,CE,Colégio Estadual Prof. Augusto Motta,sim,33117950,,Rua Bento Cardoso,,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21215-000,Rio de Janeiro,RJ,21,2561-2577,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,835199","-43,288019",,,,,
O,http://maps.mootiro.org/user/profile/205,O Colégio Estadual República de Angola ,CE,Colégio Estadual República de Angola,sim,33069956,,Rua Santa Engracia,s/n,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21021-080,Rio de Janeiro,RJ,21,3866-8014,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,834689023626","-43,267884423279",,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Estadual de Ensino Supletivo Monsenhor Rocha ,EEES,Escola Estadual de Ensino Supletivo Monsenhor Rocha,sim,33070229,,Avenida Nossa Senhora da Penha,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-390,Rio de Janeiro,RJ,21,2590-0941,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,sem ponto,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,,,,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Estadual de Ensino Supletivo Prof. Souza Carneiro ,EEES,Escola Estadual de Ensino Supletivo Prof. Souza Carneiro,sim,33070270,,Rua Califórnia,,,Penha Circular,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21020-150,Rio de Janeiro,RJ,21,2590-3540,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha Circular,sem ponto,Escola estadual,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,,,,,,,
O,http://maps.mootiro.org/user/profile/205,O Núcleo de Arte Grécia ,,Núcleo de Arte Grécia,sim,33167001,,Avenida Brás de Piña,,,Vila da Penha,na,14ª Região Administrativa (Irajá),Subprefeitura Zona Norte,21235-600,Rio de Janeiro,RJ,21,3391-4682,,nucleartegr@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Vila da Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,14ª Região Administrativa (Irajá),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,840179040589","-43,310050157086",,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Monsenhor Rocha ,,Escola Municipal Monsenhor Rocha,sim,33070725,,Avenida Nossa Senhora da Penha,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-370,Rio de Janeiro,RJ,21,8459-7070 / 3887-4500 / 2573-3327,,emmrocha@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8465","-43,2834",411001,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Bernardo de Vasconcelos ,,Escola Municipal Bernardo de Vasconcelos,sim,33070458,,Praça Santa Rosalia,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-440,Rio de Janeiro,RJ,21,8459-6677 / 3887-4595 / 2573-4239,,embernardo@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,845496184291","-43,284209212303",411002,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal São Vicente ,,Escola Municipal São Vicente,sim,33070873,,Rua Irmã Paula,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-360,Rio de Janeiro,RJ,21,3885-9487 / 3885-6320,,,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,844625845439","-43,282459766865",411003,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Leonor Coelho Pereira ,,Escola Municipal Leonor Coelho Pereira,sim,33070660,,Avenida Nossa Senhora da Penha,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21070-390,Rio de Janeiro,RJ,21,8909-3108 / 3887-4857 / 3885-8471,,emleonor@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,846","-43,2832",411004,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Presidente Eurico Dutra ,,Escola Municipal Presidente Eurico Dutra,sim,33070768,,Rua Santa Engracia,s/n,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21021-080,Rio de Janeiro,RJ,21,2573-4149 / 3867-5586,,emeurico@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8394","-43,2683",411005,,,,
O,http://maps.mootiro.org/user/profile/205,A Escola Municipal Conde de Agrolongo ,,Escola Municipal Conde de Agrolongo,sim,33070512,,Rua Conde de Agrolongo,,,Penha,na,11ª Região Administrativa (Penha),Subprefeitura Zona Norte,21020-190,Rio de Janeiro,RJ,21,3884-8623 / 3884-5678 / 3884-0256,,emcagrolongo@rioeduca.net,,,,,Educação,,,,,,,,,,,,,,Zona Norte,Penha,ponto aproximado,Escola municipal,Escola urbana,Rio de Janeiro,11ª Região Administrativa (Penha),,,,,,,,,,http://maps.mootiro.org/project/territorio-da-infancia,,,,,em atividade,"-22,8377","-43,2798",411006,,,,
