tipo do objeto,tipo,nome por extenso,título,nome,importar,código das escolas,endereço,nº,bairro,Distrito,Sub-prefeitura,CeP,município,DDD,telefone,e-mail,Site,CNPJ,Categoria,Fonte,Link,Texto Link,Data,descrição,Palavras-chave,Palavras-chave (Categoria),Palavras-chave (Distrito),Palavras-chave,Palavras-chave,Palavras-chave,público-alvo 1,público-alvo 2,público-alvo 3,público-alvo 4,público-alvo 5,público-alvo 6,público-alvo 7,público-alvo 8,público-alvo 9,público-alvo 10,público-alvo 11
O,Educação,A Escola Municipal de Educação Infantil (EMEI) José de Alencar,EMEI,José de Alencar,sim,35052966,Rua Alício Clara Simeão,251,Jardim Silva Teles,Itaim Paulista,Itaim Paulista,08160-580,São Paulo,(11),2561-3788/2567-2626,emeijalencar@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=091189,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Laura da Conceição Pereira Quintães,EMEI,Laura da Conceição Pereira Quintães,sim,35282327,Rua Lourenço Franco do Prado,131,Jardim Nélia,Itaim Paulista,Itaim Paulista,08142-230,São Paulo,(11),2561-0577/2561-5553,lauraconceicao@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019250,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Leila Diniz,EMEI,Leila Diniz,sim,35092678,Rua Peroba-Rosa,13,Jardim Miragaia,Vila Curuçá,Itaim Paulista,08161-310,São Paulo,(11),2035-3633/2513-8253,emeildiniz@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=091243,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Vila Curuçá,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Louro Rosa,EMEI,Louro Rosa,sim,35447766,Rua Louro-Rosa,18,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08141-670,São Paulo,(11),2025-0286/2025-3216,emeilourorosa@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019468,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Luiza Helena de Barros,EMEI,Luiza Helena de Barros,sim,35087166,Rua Patajuba,8,Jardim Campos,Vila Curuçá,Itaim Paulista,08160-090,São Paulo,(11),2035-3777/2514-7461,emeilhbarros@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=091171,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Vila Curuçá,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Profa. Maria da Conceição Vieira Pereira,EMEI Profa.,Maria da Conceição Vieira Pereira,sim,35095667,Rua Diogo de Gouveia Osório,18,Parque Santa Amélia,Itaim Paulista,Itaim Paulista,08122-480,São Paulo,(11),2963-3404/2567-7375,emeimcpereira@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=099341,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Profa. Maria da Luz Silva de Oliveira,EMEI Profa.,Maria da Luz Silva de Oliveira,sim,35270647,Rua Erva do Sereno,103,Jardim Maia,Jardim Helena,São Miguel Paulista,08180-010,São Paulo,(11),2586-5562/2585-1611,emeimlsoliveira@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019201,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Jardim Helena,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Maria Quiteria,EMEI,Maria Quiteria,sim,35052978,Rua Marfim Vegetal,126,Parque Paulistano,São Miguel Paulista,São Miguel Paulista,08081-330,São Paulo,(11),2581-0422/2586-5247,emeimquiteria@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=091201,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Ovidio Decroly,EMEI,Ovidio Decroly,sim,35052985,Rua Piramiuna,95,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08121-430,São Paulo,(11),2963-8272/2963-2541,emeiodecroly@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=091227,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Pedro II,EMEI Dom,Pedro II,sim,35052942,Rua Doutor José de Porciúncula,1280,Parque Paulistano,São Miguel Paulista,São Miguel Paulista,08080-650,São Paulo,(11),2581-4043/2586-5140,emeidompedro2@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=091197,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Profa. Sebastiana de Arruda Cruz Oliveira,EMEI Profa.,Sebastiana de Arruda Cruz Oliveira,sim,35207780,Rua Paulo Tapajós,210,Itaim Paulista,Itaim Paulista,Itaim Paulista,08131-360,São Paulo,(11),2963-3452,emeisacoliveira@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=017655,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Severino do Ramo,EMEI,Severino do Ramo,sim,35075395,Rua Francisco Monteiro Tavares,235,Jardim Robru,Vila Curuçá,Itaim Paulista,08150-190,São Paulo,(11),2514-7465/2035-1871,emeisramo@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=013218,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Vila Curuçá,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Presidente Tancredo Neves,EMEI Pres.,Tancredo Neves,sim,35092666,Rua Antônio Maria Escudeiro Rivas,287,Cidade Kemel,Itaim Paulista,Itaim Paulista,08130-090,São Paulo,(11),2963-3405/2963-8629,emeitneves@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=097101,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Itaim Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) União de Vila Nova I,EMEI,União de Vila Nova I,sim,35443220,Rua Núbia,40,Vila Nova União,Vila Jacuí,São Miguel Paulista,08072-012,São Paulo,(11),2031-4332/2031-4363,emeiuniaovilanova@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=019459,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Profa. Valentina Antonini da Silva,EMEI Profa.,Valentina Antonini da Silva,sim,35207767,Rua Conceição do Almeida,120,Parque Paulistano,São Miguel Paulista,São Miguel Paulista,08081-370,São Paulo,(11),2581-0128,emeivasilva@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=017531,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Escola Municipal de Educação Infantil (EMEI) Profa. Yolanda Bassi,EMEI Profa.,Yolanda Bassi,sim,35076168,Rua Cardeiro,12,Vila Santa Inês,Vila Jacuí,São Miguel Paulista,03812-110,São Paulo,(11),2546-0815/2547-0960,emeiybassi@prefeitura.sp.gov.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=011541,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,EMEI,Vila Jacuí,Escola,sem ponto,,crianças (0-3),crianças (4-6),,,,,,,,,
O,Educação,A Associação Casa dos Deficientes de Ermelino Matarazzo Unidade II,,Associação Casa dos Deficientes de Ermelino Matarazzo Unidade II,sim,,Rua Edson Pino,556,Vila Nova União,Vila Jacuí,São Miguel Paulista,08072-000,São Paulo,(11),2956-0751,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,,Vila Jacuí,Escola,sem ponto,,pessoas que convivem com deficiência,,,,,,,,,,
O,Educação,O Instituto Severino Fabriani Para Crianças Surdas,,Instituto Severino Fabriani Para Crianças Surdas,sim,35146651,Rua Odilon Chaves,39,Jardim Nazareth,Vila Curuçá,Itaim Paulista,08150-560,São Paulo,,,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,,Vila Curuçá,Escola,sem ponto,,pessoas que convivem com deficiência,,,,,,,,,,
O,Educação,,Pertence à Diretoria Regional de Educação São Miguel que deve ser mapeada como unidade da Secretaria Municipal,Assistência Administrativa,não (unidade),,Rua Dona Ana Flora Pinheiro de Sousa,76,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08060-150,São Paulo,,,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,,Vila Jacuí,Escola,sem ponto,,cidadãos,,,,,,,,,,
O,Educação,O Centro de Formação e Acompanhamento à Inclusão São Miguel - CEFAI,,Centro de Formação e Acompanhamento à Inclusão São Miguel - CEFAI,sim,,Rua Daniel Bernardo,95,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08010-100,São Paulo,(11),2033-0107/2033-0130,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,CEFAI,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),crianças (4-6),crianças (7-12),adolescentes (13-17),jovens (18-25),adultos (26-59),idosos (>60),famílias,comunidade em geral,moradores,
O,Educação,,Pertence à Diretoria Regional de Educação São Miguel que deve ser mapeada como unidade da Secretaria Municipal,Divisão de Orientação Técnico-Pedagógica,não (unidade),,Rua Dona Ana Flora Pinheiro de Sousa,76,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08060-150,São Paulo,,,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,,Vila Jacuí,Escola,sem ponto,,cidadãos,,,,,,,,,,
O,Educação,,Pertence à Diretoria Regional de Educação São Miguel que deve ser mapeada como unidade da Secretaria Municipal,Divisão Técnica de Planejamento,não (unidade),,Rua Dona Ana Flora Pinheiro de Sousa,76,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08060-150,São Paulo,(11),6297-8161/6297-8969,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,,Vila Jacuí,Escola,sem ponto,,cidadãos,,,,,,,,,,
O,Educação,,Pertence à Diretoria Regional de Educação São Miguel que deve ser mapeada como unidade da Secretaria Municipal,Divisão Técnica de Programas Especiais,não (unidade),,Rua Dona Ana Flora Pinheiro de Sousa,76,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08060-150,São Paulo,,,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,,Vila Jacuí,Escola,sem ponto,,cidadãos,,,,,,,,,,
O,Educação,,Pertence à Diretoria Regional de Educação São Miguel que deve ser mapeada como unidade da Secretaria Municipal,Supervisão Escolar,não (unidade),,Rua Dona Ana Flora Pinheiro de Sousa,76,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08060-150,São Paulo,,,,,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,,Vila Jacuí,Escola,sem ponto,,cidadãos,,,,,,,,,,
O,Educação,A Creche Particular Conveniada Aconchego do Bebê,Creche Particular Conveniada ,Aconchego do Bebê,sim,35417361,Rua Alfredo Moreira Pinto,349,Vila Simone,Vila Curuçá,Itaim Paulista,08110-220,São Paulo,(11),2561-4152,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306968,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Curuçá,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Centro de Educação Infantil Alana,não (unidade),35102325,Rua Erva do Sereno,548,Jardim Maia,Jardim Helena,São Miguel Paulista,08180-010,São Paulo,(11),2585-1157,adriana@alana.org.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306563,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Jardim Helena,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Amigos da Cidade I,não (unidade),35350000,Rua João Correia de Magalhães,33,Vila Curuçá ,Vila Curuçá ,Itaim Paulista ,08151-260,São Paulo,,,ceiamigosdacidade1@yahoo.com.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306853,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Curuçá ,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Amor Perfeito,não (unidade),35342105,Rua Mateus Barbosa de Rezende,235,Vila Curuçá ,Vila Curuçá ,Itaim Paulista ,08161-530,São Paulo,,,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306836,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Curuçá ,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Anjinho do Céu,não (unidade),35295310,Av. Mimo-de-Venus,106,Vila Jacuí,Vila Jacuí,São Miguel Paulista,08061-110,São Paulo,(11),2058-4495,ceianjinhodoceu@yahoo.com.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306747,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Jacuí,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Anjinho do Céu II,não (unidade),35391773,Av. Afonso Lopes de Baião,819,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08040-000,São Paulo,,,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306943,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Anjos da Paz,não (unidade),35427861,Rua Antônio Xavier,81,Chácara Três Meninas,Jardim Helena ,São Miguel Paulista,08090-220,São Paulo,,,associacaoanjosdapaz@yahoo.com.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=307047,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Jardim Helena ,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Arco Iris - Abracci,não (unidade),35300627,Rua Laurentino Xavier dos Santos,160,São Miguel Paulista,São Miguel Paulista,São Miguel Paulista,08041-420,São Paulo,(11),2053-4516,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306787,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,São Miguel Paulista,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Belém,não (unidade),35416939,Estrada Dom João Nery,1021,Jardim Bartira,Vila Curuçá,Itaim Paulista ,08110-000,São Paulo,(11),2566-7123,dir.2009ana@gmail.com,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=400707,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Curuçá,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Bem Viver,não (unidade),35287313,Rua Canções Prelúdios,26,Jardim Camargo Novo,Itaim Paulista,Itaim Paulista,08120-170,São Paulo,(11),2963-0396,cleideiolanda200923@yahoo.com,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306702,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Itaim Paulista,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Bernardo Santana,não (unidade),35417348,Avenida Ipê Roxo,255,Jardim Jaraguá ,Itaim Paulista,Itaim Paulista,08140-200,São Paulo,(11),3678-7809,ceibernardosantana@institutovidasp.org.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306970,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Itaim Paulista,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Branca de Neve,não (unidade),35438236,Estrada Dom João Nery,2935,Vila Curuçá ,Vila Curuçá ,Itaim Paulista ,08151-000,São Paulo,(11),2025-3117,institutosolnascente@hotmail.com,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=307166,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Curuçá ,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Brasileirinhos,não (unidade),35434759,Avenida Félix Nascentes Pinto,106,Jardim Helena ,Jardim Helena ,São Miguel Paulista,08090-280,São Paulo,(11),2585-3224,ceibrasileirinhos@brasilgigante.org.br,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=307151,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Jardim Helena ,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Brisa da Manhã,não (unidade),,Rua Noitibó,383,Vila Curuçá ,Vila Curuçá ,Itaim Paulista ,08031-150,São Paulo,,,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=307733,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Curuçá ,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Caminho Dourado,não (unidade),5350126,Rua Manuel Barbalho de Lima,14,Vila Silva Teles,Vila Curuçá,Itaim Paulista ,08110-330,São Paulo,,,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=306858,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Vila Curuçá,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
O,Educação,,Creche Particular Conveniada ,Cantinho do Céu,não (unidade),35268987,Rua Aramaçá,50,Vila Itaim,Jardim Helena,São Miguel Paulista,08190-410,São Paulo,,,,http://portalsme.prefeitura.sp.gov.br/Anonimosistema/escola.aspx?cod=307641,,Educação,Secretaria Municipal de Educação / Diretoria Regional de Educação de São Miguel Paulista,http://eolgerenciamento.prefeitura.sp.gov.br/frmgerencial/NumerosCoordenadoria.aspx?Cod=109300,Escola,29/06/2012,,Educação e Sustentabilidade,Creche,Jardim Helena,Escola,sem ponto,,crianças (0-3),,,,,,,,,,
